userId,promotionId,categoryName,eventType,timestamp,source
Customer_10074,Product_456,Toys,view,2025-07-18 02:56:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-19 20:12:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-20 06:07:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-20 15:18:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-20 18:01:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-20 18:44:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-20 23:36:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-21 08:45:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-21 15:27:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-21 21:13:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-23 00:09:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-23 09:28:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-23 12:10:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-23 15:30:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-07-23 16:51:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-23 17:41:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-24 11:52:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-24 14:56:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-24 17:46:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-25 02:29:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-25 06:23:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-25 08:23:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-25 09:05:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-25 17:48:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-25 22:45:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-26 01:06:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-26 14:51:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-07-27 05:54:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-07-27 11:29:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-27 20:25:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-27 22:33:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-27 23:20:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,view,2025-07-28 00:08:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-28 01:09:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-07-28 22:45:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-29 01:32:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-07-29 03:07:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-07-29 06:26:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-07-29 14:36:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-07-30 04:30:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,click,2025-07-30 08:06:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-30 14:32:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-07-30 17:25:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-07-30 19:42:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-30 22:47:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,click,2025-07-31 00:29:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-07-31 01:46:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-07-31 03:20:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-07-31 05:24:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-31 06:52:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-07-31 07:53:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,view,2025-07-31 08:17:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,click,2025-07-31 13:05:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_456,Toys,redeem,2025-07-31 16:37:49.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-07-31 17:50:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-07-31 20:09:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-07-31 20:38:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-07-31 22:12:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-08-01 00:38:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-01 03:36:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,click,2025-08-01 04:08:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-08-01 05:15:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_301,Toys,redeem,2025-08-01 06:39:47.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-08-01 16:18:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-01 17:50:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,click,2025-08-02 11:59:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-08-02 15:51:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,click,2025-08-02 19:36:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,click,2025-08-02 20:05:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,click,2025-08-02 21:52:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,click,2025-08-02 23:33:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-03 05:45:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-03 05:56:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,click,2025-08-03 06:05:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,view,2025-08-03 12:40:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-08-03 14:03:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,click,2025-08-03 14:42:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_341,Clothing,redeem,2025-08-03 16:07:16.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,view,2025-08-04 00:21:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-04 14:53:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-04 15:52:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-04 17:12:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-04 18:39:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-04 19:38:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-04 22:10:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-05 05:09:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-05 06:13:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-05 09:34:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-05 12:25:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-05 12:33:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,click,2025-08-05 17:18:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-05 17:57:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-05 20:17:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_302,Electronics,redeem,2025-08-05 20:52:24.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-08-05 21:22:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-08-06 06:49:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-06 14:10:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-06 16:17:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-06 19:13:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-06 20:10:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-07 20:19:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-08 00:42:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-08 02:14:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-08-08 03:02:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-08 11:53:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-08-08 17:18:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-08-08 23:47:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-09 00:04:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-09 04:13:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-09 06:30:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-09 14:38:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-10 02:42:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-10 04:22:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-10 15:37:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-10 17:51:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-10 23:43:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-11 00:45:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-11 00:48:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-11 01:05:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-11 03:31:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-11 04:52:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-11 06:08:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-11 08:59:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-11 11:28:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,view,2025-08-11 12:03:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-11 12:11:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-11 14:03:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-11 14:29:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-11 19:13:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-11 20:03:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-11 20:38:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,click,2025-08-11 22:30:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,view,2025-08-12 00:01:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_92,Clothing,redeem,2025-08-12 00:40:52.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,view,2025-08-12 04:42:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-12 07:26:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,click,2025-08-12 07:45:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_834,Clothing,redeem,2025-08-12 13:18:01.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-13 09:47:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_568,Books,view,2025-08-13 15:00:45.536602+00:00,synthetic:real-blend
Customer_10074,Product_609,Clothing,view,2025-08-13 20:04:45.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,click,2025-08-13 20:19:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,click,2025-08-13 20:27:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-13 23:18:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,click,2025-08-14 04:23:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_710,Electronics,redeem,2025-08-14 08:42:32.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,click,2025-08-14 17:09:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,click,2025-08-14 19:22:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_568,Books,view,2025-08-15 06:12:45.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,click,2025-08-15 11:02:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,view,2025-08-15 12:19:09.536602+00:00,synthetic:real-blend
Customer_10074,Product_686,Home Appliances,click,2025-08-15 13:09:09.536602+00:00,synthetic:real-blend
